CODE,NAME,MALE_POPULATION,FEMALE_POPULATION,TOTAL_POPULATION
7401050,LASALIMU,5164,5117,10281
7401051,LASALIMU SELATAN,6513,6294,12807
7401052,SIONTAPINA,6067,6058,12125
7401060,PASAR WAJO,18336,18680,37016
7401061,WOLOWA,2542,2415,4957
7401062,WABULA,2379,2609,4988
7401070,SAMPOLAWA,9828,10282,20110
7401071,BATU ATAS,3761,4485,8246
7401072,LAPANDEWA,3854,3912,7766
7401080,BATAUGA,6934,7010,13944
7401081,SIOMPU,4210,4557,8767
7401082,KADATUA,3729,3995,7724
7401083,SIOMPU BARAT,4019,4120,8139
7401110,KAPONTORI,6174,6420,12594
7401120,G U,7631,8188,15819
7401121,SANGIA WAMBULU,2370,2639,5009
7401130,LAKUDO,9500,10696,20196
7401140,MAWASANGKA,10519,11545,22064
7401141,MAWASANGKA TIMUR,2292,2547,4839
7401142,MAWASANGKA TENGAH,4389,4759,9148
7401151,TALAGA RAYA ,4033,4902,8935
7402,MUNA,129447,138693,268140
7402010,TONGKUNO,6895,7494,14389
7402011,TONGKUNO SELATAN,2454,2817,5271
7402020,PARIGI,5193,5712,10905
7402021,BONE,2450,2683,5133
7402022,MAROBO,2968,3128,6096
7402030,KABAWO,5765,6400,12165
7402031,KABANGKA,4513,4629,9142
7402032,KONTU KOWUNA,1758,1979,3737
7402040,TIWORO KEPULAUAN,3132,3275,6407
7402041,MAGINTI,4114,4111,8225
7402042,TIWORO TENGAH,3290,3217,6507
7402043,TIWORO SELATAN,2477,2357,4834
7402044,TIWORO UTARA,2419,2438,4857
7402050,LAWA,3432,3996,7428
7402051,SAWERIGADI,3048,3239,6287
7402052,BARANGKA,2753,3230,5983
7402053,WA DAGA,2671,3026,5697
7402060,KUSAMBI,5161,5535,10696
7402061,KONTUNAGA,3688,3936,7624
7402062,WATOPUTE,5723,5990,11713
7402070,KATOBU,13503,14720,28223
7402071,LOHIA,6237,7047,13284
7402072,DURUKA,5452,5739,11191
7402073,BATALAIWORU,6091,6555,12646
7402080,NAPABALANO,5300,5491,10791
7402081,LASALEPA,4880,5120,10000
7402082,NAPANO KUSAMBI,2353,2352,4705
7402083,TOWEA,2323,2396,4719
7402090,WAKORUMBA SELATAN,2047,2165,4212
7402091,PASIR PUTIH,1924,2143,4067
7402092,PASI KOLAGA,1822,2032,3854
7402111,MALIGANO,2532,2576,5108
7402112,BATUKARA,1079,1165,2244
7403,KONAWE,123182,118246,241428
7403071,WAWONII SELATAN,1652,1625,3277
7403072,WAWONII BARAT,3217,3215,6432
7403073,WAWONII TENGAH,1503,1487,2990
7403074,WAWONII TENGGARA,2693,2702,5395
7403081,WAWONII TIMUR,1373,1440,2813
7403082,WAWONII UTARA,2488,2572,5060
7403083,WAWONII TIMUR LAUT,1551,1536,3087
7403090,SOROPIA,3915,3844,7759
7403091,LALONGGASUMEETO,2355,2253,4608
7403100,SAMPARA ,5964,5748,11712
7403101,BONDOALA,4195,4005,8200
7403102,BESULUTU,3512,3254,6766
7403103,KAPOIALA,2086,1975,4061
7403130,LAMBUYA,3307,3229,6536
7403131,UEPAI,6070,5745,11815
7403132,PURIALA,3745,3649,7394
7403133,ONEMBUTE,3058,2882,5940
7403140,PONDIDAHA,5290,5149,10439
7403141,WONGGEDUKU,10217,9608,19825
7403142,AMONGGEDO,4821,4452,9273
7403150,WAWOTOBI,10345,9770,20115
7403151,MELUHU,2593,2389,4982
7403152,KONAWE,4085,3947,8032
7403170,UNAAHA,11017,11363,22380
7403171,ANGGABERI,3104,2966,6070
7403180,ABUKI,7395,7009,14404
7403181,LATOMA,1258,1103,2361
7403182,TONGAUNA,8048,7315,15363
7403183,ASINUA,1286,1161,2447
7403193,ROUTA,1039,853,1892
7404,KOLAKA,161679,153133,314812
7404010,WATUBANGGA,7371,6777,14148
7404011,TANGGETADA,6904,6406,13310
7404012,TOARI,4508,4409,8917
7404013,POLINGGONA,3478,3009,6487
7404020,POMALAA,14366,13810,28176
7404030,WUNDULAKO,9542,9033,18575
7404031,BAULA,5216,4898,10114
7404040,LADONGI,12124,11675,23799
7404041,LAMBADIA,14712,13040,27752
7404042,POLI-POLIA,5521,5084,10605
7404050,TIRAWUTA,6380,6105,12485
7404051,LALOLAE,1802,1739,3541
7404052,LOEA,3193,2985,6178
7404060,KOLAKA,18241,17736,35977
7404061,LATAMBAGA,13982,13585,27567
7404070,WOLO,12307,11940,24247
7404071,SAMATURU,10666,10378,21044
7404080,MOWEWE,3809,3730,7539
7404081,ULUIWOI,3864,3372,7236
7404082,TINONDO,3693,3422,7115
7405,KONAWE SELATAN,135949,128248,264197
7405010,TINANGGEA,10952,10368,21320
7405011,LALEMBUU,8036,7579,15615
7405020,ANDOOLO,8197,7648,15845
7405021,BUKE ,6886,6351,13237
7405030,PALANGGA,6299,5987,12286
7405031,PALANGGA SELATAN,3137,2988,6125
7405032,BAITO,3914,3650,7564
7405040,LAINEA,4519,4352,8871
7405041,LAEYA,9660,9346,19006
7405050,KOLONO,7009,6679,13688
7405060,LAONTI,4836,4606,9442
7405070,MORAMO,6730,6305,13035
7405071,MORAMO UTARA,3664,3500,7164
7405080,KONDA,9240,8889,18129
7405081,WOLASI,2418,2314,4732
7405090,RANOMEETO,8325,7915,16240
7405091,RANOMEETO BARAT,3313,3202,6515
7405100,LANDONO,5910,5551,11461
7405101,MOWILA,5923,5208,11131
7405110,ANGATA,7650,7261,14911
7405111,BENUA,5094,4639,9733
7405112,BASALA,4237,3910,8147
7406,BOMBANA,70382,68889,139271
7406010,KABAENA,1366,1482,2848
7406011,KABAENA UTARA,1870,1801,3671
7406012,KABAENA SELATAN,1193,1412,2605
7406013,KABAENA BARAT,3583,3897,7480
7406020,KABAENA TIMUR,3188,3475,6663
7406021,KABAENA TENGAH,1593,1662,3255
7406030,RUMBIA,5400,5324,10724
7406031,MATA OLEO,2980,3178,6158
7406032,KEP MASALOKA RAYA,1497,1484,2981
7406033,RUMBIA TENGAH,3206,3153,6359
7406040,RAROWATU,3246,2987,6233
7406041,RAROWATU UTARA,4310,3040,7350
7406042,MATA USU,702,562,1264
7406043,LANTARI JAYA,4008,3523,7531
7406050,POLEANG TIMUR,4542,4558,9100
7406051,POLEANG UTARA,5358,5051,10409
7406052,POLEANG SELATAN,3268,3331,6599
7406053,POLEANG TENGGARA,1876,1876,3752
7406060,POLEANG,6944,7336,14280
7406061,POLEANG BARAT,5729,5544,11273
7406062,TONTONUNU,2781,2474,5255
7406063,POLEANG TENGAH,1742,1739,3481
7407,WAKATOBI,44638,48284,92922
7407010,BINONGKO,4044,4347,8391
7407011,TOGO BINONGKO ,2260,2493,4753
7407020,TOMIA,3322,3585,6907
7407021,TOMIA TIMUR,4046,4387,8433
7407030,KALEDUPA,4821,5169,9990
7407031,KALEDUPA SELATAN,2979,3655,6634
7407040,WANGI-WANGI,11421,11938,23359
7407050,WANGI-WANGI SELATAN,11745,12710,24455
7408,KOLAKA UTARA,62571,58905,121476
7408010,RANTEANGIN,2752,2548,5300
7408011,LAMBAI,2771,2540,5311
7408012,WAWO,2781,2827,5608
7408020,LASUSUA,11164,10608,21772
7408021,KATOI,2969,2793,5762
7408030,KODEOHA,5413,5241,10654
7408031,TIWU,2055,1984,4039
7408040,NGAPA,9081,8453,17534
7408041,WATUNOHU,3113,3043,6156
7408050,PAKUE,4788,4554,9342
7408051,PAKUE UTARA,3643,3321,6964
7408052,PAKUE TENGAH,3107,3024,6131
7408060,BATU PUTIH,3750,3619,7369
7408061,POREHU,3797,3144,6941
7408062,TOLALA,1387,1206,2593
7409,BUTON UTARA,27536,27280,54816
7409100,BONEGUNU,3888,3814,7702
7409101,KAMBOWA,3200,3169,6369
7409110,WAKORUMBA,3209,3303,6512
7409120,KULISUSU,10322,10362,20684
7409121,KULISUSU BARAT,2986,2838,5824
7409122,KULISUSU UTARA,3931,3794,7725
7410,KONAWE UTARA,26921,24526,51447
7410010,SAWA,3708,3401,7109
7410020,LEMBO,2282,2060,4342
7410030,LASOLO,5285,5138,10423
7410040,MOLAWE,2838,2571,5409
7410050,ASERA,7138,6566,13704
7410060,LANGGIKIMA,2246,1751,3997
7410070,WIWIRANO,3424,3039,6463
7471,KOTA KENDARI,145940,143528,289468
7471010,MANDONGA,18113,18049,36162
7471011,BARUGA,9607,9555,19162
7471012,PUUWATU,14204,13445,27649
7471013,KADIA,19469,19805,39274
7471014,WUA-WUA,12370,12032,24402
7471020,POASIA ,12701,12265,24966
7471021,ABELI,11433,10843,22276
7471022,KAMBU,13704,13448,27152
7471030,KENDARI,12856,12718,25574
7471031,KENDARI BARAT,21483,21368,42851
7472,KOTA BAU-BAU,67736,69382,137118
7472010,BETOAMBARI,8031,8235,16266
7472011,MURHUM,21976,23256,45232
7472020,WOLIO,19060,18905,37965
7472021,KOKALUKUNA,8300,8423,16723
7472030,SORAWOLIO,3618,3588,7206
7472040,BUNGI,3516,3570,7086
7472041,LEA-LEA,3235,3405,6640
7500,GORONTALO,520885,517700,1038585
7501,BOALEMO,65791,63386,129177
7501031,MANANGGU,5953,5648,11601
7501040,TILAMUTA,13290,13087,26377
7501041,DULUPI,7632,7511,15143
7501042,BOTUMOITO,7150,6909,14059
7501050,PAGUYAMAN,15127,14658,29785
7501051,WONOSARI,12839,11957,24796
7501052,PAGUYAMAN PANTAI,3800,3616,7416
7502,GORONTALO,177385,177472,354857
7502010,BATUDAA PANTAI,5515,5245,10760
7502011,BILUHU,3936,3660,7596
7502020,BATUDAA,6396,6482,12878
7502021,BONGOMEME,16612,16555,33167
7502022,TABONGO,8081,8069,16150
7502030,TIBAWA,18897,18794,37691
7502031,PULUBALA,11267,11134,22401
7502040,BOLIYOHUTO,11949,11788,23737
7502041,MOOTILANGO,8938,8679,17617
7502042,TOLANGOHULA,10852,10456,21308
7502043,ASPARAGA,6363,5915,12278
7502070,LIMBOTO,22275,23314,45589
7502071,LIMBOTO BARAT ,11591,11815,23406
7502080,TELAGA,10224,10465,20689
7502081,TELAGA BIRU,12987,13367,26354
7502082,TILANGO,6410,6428,12838
7502083,TALAGA JAYA,5092,5306,10398
7503,POHUWATO,65612,63159,128771
7503010,POPAYATO,4564,4624,9188
7503011,POPAYATO BARAT,3424,3227,6651
7503012,POPAYATO TIMUR,3956,3825,7781
7503020,LEMITO,5346,5146,10492
7503021,WANGGARASI,2353,2214,4567
7503030,MARISA,8859,8811,17670
7503031,PATILANGGIO,4527,4173,8700
7503032,BUNTULIA,5311,5189,10500
7503033,DUHIADAA,5419,5248,10667
7503040,RANDANGAN,7764,7235,14999
7503041,TALUDITI,3861,3391,7252
7503050,PAGUAT,7497,7397,14894
7503051,DENGILO,2731,2679,5410
7504,BONE BOLANGO,71020,70701,141721
7504010,TAPA,3370,3506,6876
7504011,BULANGO UTARA,3449,3459,6908
7504012,BULANGO SELATAN,4728,4842,9570
7504013,BULANGO TIMUR,2441,2548,4989
7504014,BULANGO ULU,1891,1711,3602
7504020,KABILA,10234,10789,21023
7504021,BOTUPINGGE,2814,2777,5591
7504022,TILONGKABILA,8153,8415,16568
7504030,SUWAWA,5228,5390,10618
7504031,SUWAWA SELATAN,2436,2355,4791
7504032,SUWAWA TIMUR,3477,3158,6635
7504033,SUWAWA TENGAH,2918,2792,5710
7504040,BONE PANTAI,4940,4856,9796
7504041,KABILA BONE,5021,4725,9746
7504042,BONE RAYA,3024,2851,5875
7504043,BONE,4407,4234,8641
7504044,BULAWA,2489,2293,4782
7505,GORONTALO UTARA,52955,51113,104068
7505010,ATINGGOLA,5216,5082,10298
7505011,GENTUMA RAYA,4027,3939,7966
7505020,KWANDANG,18071,17876,35947
7505030,ANGGREK,10288,9906,20194
7505040,SUMALATA,8333,7694,16027
7505050,TOLINGGULA,7020,6616,13636
7571,KOTA GORONTALO ,88122,91869,179991
7571010,KOTA BARAT,9915,10286,20201
7571011,DUNGINGI,10576,10958,21534
7571020,KOTA SELATAN,17643,18289,35932
7571021,KOTA TIMUR,20567,21519,42086
7571030,KOTA UTARA,16353,16764,33117
7571031,KOTA TENGAH,13068,14053,27121
7600,SULAWESI BARAT,581284,577052,1158336
7601,MAJENE,73556,77383,150939
7601010,BANGGAE,18272,18955,37227
7601011,BANGGAE TIMUR,13667,14839,28506
7601020,PAMBOANG,10048,10738,20786
7601030,SENDANA,9789,10584,20373
7601031,TAMMERODO,5188,5396,10584
7601033,TUBO SENDANA,4028,4186,8214
7601040,MALUNDA,8405,8578,16983
7601041,ULUMANDA,4159,4107,8266
7602,POLEWALI MANDAR,193163,203090,396253
7602010,TINAMBUNG,10621,11696,22317
7602011,BALANIPA,11486,12534,24020
7602012,LIMBORO,7900,9083,16983
7602020,TUBBI TARAMANU,9013,9270,18283
7602021,ALU,5679,6302,11981
7602030,CAMPALAGIAN,25050,27249,52299
7602031,LUYO,13146,13596,26742
7602040,WONOMULYO,22277,23017,45294
7602041,MAPILLI,13290,13912,27202
7602042,TAPANGO,10758,10741,21499
7602043,MATAKALI,10618,10699,21317
7602044,B U L O ,4314,4321,8635
7602050,POLEWALI,26713,28101,54814
7602051,BINUANG,15028,15553,30581
7602052,ANREAPI,4701,4579,9280
7602061,MATANGNGA,2569,2437,5006
7603,MAMASA,70964,68998,139962
7603010,SUMARORONG,4820,4760,9580
7603020,MESSAWA,3608,3482,7090
7603030,PANA,4411,4145,8556
7603031,NOSU,2991,2886,5877
7603040,TABANG,2169,2118,4287
7603050,MAMASA,11254,11236,22490
7603060,TANDUK KALUA,5067,4908,9975
7603061,BALLA,3043,2974,6017
7603070,SESENA PADANG,3847,3856,7703
7603071,TAWALIAN,3114,3096,6210
7603080,MAMBI,4696,4531,9227
7603081,BAMBANG,5221,5108,10329
7603082,RANTEBULAHAN TIMUR,2870,2812,5682
7603083,MEHALAAN,1994,1863,3857
7603090,ARALLE,3345,3232,6577
7603091,BUNTU MALANGKA,3406,3295,6701
7603100,TABULAHAN,5108,4696,9804
7604,MAMUJU,173407,163472,336879
7604010,TAPALANG,9127,8924,18051
7604011,TAPALANG BARAT,4609,4539,9148
7604020,MAMUJU,28138,27064,55202
7604022,SIMBORO,11820,11380,23200
7604023,KEPULAUAN BALABALAKANG,1221,1126,2347
7604030,KALUKKU,25153,24074,49227
7604031,PAPALANG,10911,10483,21394
7604032,SAMPAGA,7131,6855,13986
7604033,TOMMO,10294,9113,19407
7604040,KALUMPANG,5643,5157,10800
7604041,BONEHAU,4557,4065,8622
7604050,BUDONG BUDONG,11726,11065,22791
7604051,PANGALE,5807,5609,11416
7604052,TOPOYO,13388,12366,25754
7604053,KAROSSA,11364,10567,21931
7604054,TOBADAK,12518,11085,23603
7605,MAMUJU UTARA,70194,64109,134303
7605010,SARUDU,6262,5913,12175
7605011,DAPURANG,6012,5515,11527
7605012,DURIPOKU,2605,2269,4874
7605020,BARAS ,8140,7218,15358
7605021,BULU TABA,5002,4380,9382
7605022,LARIANG,3197,2789,5986
7605030,PASANGKAYU,12050,10805,22855
7605031,TIKKE RAYA,7262,6548,13810
7605032,PEDONGGA,3441,3122,6563
7605040,BAMBALAMOTU,8352,7920,16272
7605041,BAMBAIRA,4366,4255,8621
7605042,SARJO,3505,3375,6880
8100,MALUKU,773585,757817,1531402
8101,MALUKU TENGGARA BARAT,53061,52333,105394
8101040,TANIMBAR SELATAN,16128,15705,31833
8101041,WER TAMRIAN,4869,4904,9773
8101042,WER MAKTIAN,5518,5279,10797
8101043,SELARU,6074,6075,12149
8101050,TANIMBAR UTARA,6579,6651,13230
8101051,YARU,2374,2432,4806
8101052,WUAR LABOBAR,4944,4747,9691
8101053,NIRUNMAS,3522,3572,7094
8101054,KORMOMOLIN,3053,2968,6021
8102,MALUKU TENGGARA,47248,49181,96429
8102010,KEI KECIL,19733,20674,40407
8102012,KEI KECIL BARAT,2863,2765,5628
8102013,KEI KECIL TIMUR,5269,5399,10668
8102020,KEI BESAR,11005,11524,22529
8102021,KEI BESAR UTARA TIMUR,4684,4911,9595
8102022,KEI BESAR SELATAN,3694,3908,7602
8103,MALUKU TENGAH,182672,178615,361287
8103010,BANDA,9216,9321,18537
8103040,TEHORU,14453,13723,28176
8103050,AMAHAI ,19994,18890,38884
8103051,KOTA MASOHI,15689,15689,31378
8103052,TELUK ELPAPUTIH,5650,5186,10836
8103060,TEON NILA SERUA,6644,6261,12905
8103080,SAPARUA,15980,16332,32312
8103081,NUSALAUT,2711,2620,5331
8103090,P HARUKU,12054,12116,24170
8103100,SALAHUTU,23226,23730,46956
8103110,LEIHITU,23292,23626,46918
8103111,LEIHITU BARAT,8421,8250,16671
8103140,SERAM UTARA,20502,18485,38987
8103141,SERAM UTARA BARAT,4840,4386,9226
8104,BURU,55508,52727,108235
8104020,NAMLEA,18827,18278,37105
8104021,WAEAPO,17793,16413,34206
8104022,WAPLAU,5094,4917,10011
8104023,BATA BUAL,4049,3876,7925
8104030,AIR BUAYA,9745,9243,18988
8105,KEPULAUAN ARU,43565,40412,83977
8105010,ARU SELATAN,4287,4260,8547
8105011,ARU SELATAN TIMUR,2366,2460,4826
8105020,ARU TENGAH,6981,6210,13191
8105021,ARU TENGAH TIMUR,2208,2084,4292
8105022,ARU TENGAH SELATAN,2690,2408,5098
8105030,PULAU-PULAU ARU,19169,17329,36498
8105031,ARU UTARA,5864,5661,11525
8106,SERAM BAGIAN BARAT,83961,80693,164654
8106010,HUAMUAL BELAKANG,15863,15612,31475
8106020,SERAM BARAT,31195,30320,61515
8106030,KAIRATU,27712,26418,54130
8106040,TANIWEL,9191,8343,17534
8107,SERAM BAGIAN TIMUR,50455,48578,99033
8107010,PULAU GOROM,13692,13567,27259
8107011,WAKATE,4650,4626,9276
8107020,SERAM TIMUR,12054,11922,23976
8107021,TUTUK TOLU,2368,2349,4717
8107030,WERINAMA,5016,4755,9771
8107040,BULA,12675,11359,24034
8108,MALUKU BARAT DAYA,35392,34980,70372
8108010,PP WETAR,4167,3770,7937
8108020,PP TERSELATAN,9040,8934,17974
8108030,LETI MOA LAKOR,3737,3788,7525
8108040,MOA LAKOR ,4561,4509,9070
8108050,DAMER,2747,2689,5436
8108060,MDONA HIERA,2553,2717,5270
8108070,PP BABAR,4045,3995,8040
8108080,BABAR TIMUR,4542,4578,9120
8109,BURU SELATAN,27648,25945,53593
8109010,KEPALA MADAN,4824,4750,9574
8109020,LEKSULA,7633,7238,14871
8109030,NAMROLE,5778,5046,10824
8109040,WAISAMA,6024,5463,11487
8109050,AMBALAU,3389,3448,6837
8171,KOTA AMBON,165368,164987,330355
8171010,NUSANIWE,43973,45270,89243
8171020,SIRIMAU,69823,69969,139792
8171030,TELUK AMBON,19856,18820,38676
8171040,TA BAGUALA,27086,26207,53293
8171050,LEITIMUR SELATAN,4630,4721,9351
8172,KOTA TUAL,28707,29366,58073
8172010,PP KUR,2355,2544,4899
8172020,TAYANDO TAM,2570,2802,5372
8172030,PULAU DULLAH UTARA,7241,7426,14667
8172040,PULAU DULLAH SELATAN,16541,16594,33135
8200,MALUKU UTARA,529645,505833,1035478
8201,HALMAHERA BARAT,49563,47164,96727
8201090,JAILOLO,14020,13503,27523
8201091,JAILOLO SELATAN,7150,6885,14035
8201100,SAHU,4665,4537,9202
8201101,SAHU TIMUR,4072,3823,7895
8201130,IBU,4688,4541,9229
8201131,IBU SELATAN,5384,5005,10389
8201132,IBU UTARA,4061,3774,7835
8201140,LOLODA,5523,5096,10619
8202,HALMAHERA TENGAH,21952,20790,42742
8202030,WEDA,3509,3147,6656
8202031,WEDA SELATAN,2542,2339,4881
8202032,WEDA UTARA,3268,2922,6190
8202033,WEDA TENGAH,2086,1843,3929
8202041,PULAU GEBE,2330,2314,4644
8202042,PATANI,1908,1999,3907
8202043,PATANI UTARA,4492,4430,8922
8202044,PATANI BARAT,1817,1796,3613
8203,KEPULAUAN SULA,67210,64860,132070
8203010,SULABESI BARAT,2361,2241,4602
8203011,SULABESI SELATAN ,2131,2172,4303
8203020,SANANA,12547,12448,24995
8203021,SULABESI TENGAH,2967,2988,5955
8203022,SULABESI TIMUR,1567,1523,3090
8203023,SANANA UTARA,2963,2696,5659
8203030,MANGOLI TIMUR,2171,2133,4304
8203031,MANGOLI TENGAH,3237,3037,6274
8203032,MANGOLI UTARA TIMUR,1911,1850,3761
8203040,MANGOLI BARAT,3574,3510,7084
8203041,MANGOLI UTARA,5174,4974,10148
8203042,MANGOLI SELATAN,2396,2265,4661
8203050,TALIABU TIMUR,1862,1680,3542
8203051,TALIABU TIMUR SELATAN,2674,2388,5062
8203060,TALIABU BARAT,4616,4402,9018
8203061,TALIABU UTARA,5604,5273,10877
8203062,TALIABU BARAT LAUT,1997,2013,4010
8203063,LEDE,3007,2985,5992
8203064,TALIABU SELATAN,4451,4282,8733
8204,HALMAHERA SELATAN,101255,96777,198032
8204010,OBI SELATAN,6141,5877,12018
8204020,OBI,7226,6912,14138
8204021,OBI BARAT,1840,1748,3588
8204022,OBI TIMUR,1716,1672,3388
8204023,OBI UTARA,4133,4050,8183
8204030,BACAN,9720,9155,18875
8204031,MANDIOLI SELATAN,2928,2773,5701
8204032,MANDIOLI UTARA,1504,1520,3024
8204033,BACAN SELATAN,6726,6494,13220
8204034,BATANG LOMANG,3134,2932,6066
8204040,BACAN TIMUR,4683,4354,9037
8204041,BACAN TIMUR SELATAN,3325,3126,6451
8204042,BACAN TIMUR TENGAH,2717,2529,5246
8204050,BACAN BARAT,1786,1724,3510
8204051,KASIRUTA BARAT,2389,2269,4658
8204052,KASIRUTA TIMUR,1938,1887,3825
8204053,BACAN BARAT UTARA,2131,1968,4099
8204060,KAYOA,4140,4151,8291
8204061,KAYOA BARAT,1775,1700,3475
8204062,KAYOA SELATAN,2924,2926,5850
8204063,KAYOA UTARA,1363,1308,2671
8204070,PULAU MAKIAN,4541,4459,9000
8204071,MAKIAN BARAT,1754,1673,3427
8204080,GANE BARAT,4032,3793,7825
8204081,GANE BARAT SELATAN,2829,2722,5551
8204082,GANE BARAT UTARA ,3042,2973,6015
8204083,KEPULAUAN JORONGA,2712,2563,5275
8204090,GANE TIMUR,4389,4070,8459
8204091,GANE TIMUR TENGAH,1920,1824,3744
8204092,GANE TIMUR SELATAN,1797,1625,3422
8205,HALMAHERA UTARA,84317,80688,165005
8205010,MALIFUT,5661,5347,11008
8205011,KAO TELUK,1819,1702,3521
8205020,KAO,3888,3647,7535
8205021,KAO BARAT,4269,3892,8161
8205022,KAO UTARA,5323,5048,10371
8205030,TOBELO SELATAN,6566,6346,12912
8205031,TOBELO BARAT,2208,2106,4314
8205032,TOBELO TIMUR,3169,2841,6010
8205040,TOBELO,15131,14607,29738
8205041,TOBELO TENGAH,6273,6189,12462
8205042,TOBELO UTARA,4988,4835,9823
8205050,GALELA,3690,3637,7327
8205051,GALELA SELATAN,3781,3766,7547
8205052,GALELA BARAT,4772,4539,9311
8205053,GALELA UTARA,3614,3358,6972
8205060,LOLODA UTARA,4381,4182,8563
8205061,LOLODA KEPULAUAN,3031,2975,6006
99,LAINNYA,1753,1671,3424
8206,HALMAHERA TIMUR,38348,34531,72879
8206010,MABA SELATAN,3156,2943,6099
8206011,KOTA MABA,4080,3419,7499
8206020,WASILE SELATAN,5788,5219,11007
8206030,WASILE,4641,4270,8911
8206031,WASILE TIMUR,4471,4152,8623
8206032,WASILE TENGAH,2433,2333,4766
8206033,WASILE UTARA,2234,2009,4243
8206040,MABA,5226,4534,9760
8206041,MABA TENGAH,2641,2337,4978
8206042,MABA UTARA,3678,3315,6993
8207,PULAU MOROTAI,27350,25512,52862
8207010,MOROTAI SELATAN,9030,8468,17498
8207020,MOROTAI TIMUR,3991,3763,7754
8207030,MOROTAI SELATAN BARAT,5737,5399,11136
8207040,MOROTAI JAYA,3723,3437,7160
8207050,MOROTAI UTARA,4869,4445,9314
8271,KOTA TERNATE,94544,91111,185655
8271010,PULAU TERNATE,7479,7309,14788
8271011,PULAU MOTI,2149,2250,4399
8271012,PULAU BATANG DUA ,1252,1211,2463
8271013,PULAU HIRI,1383,1345,2728
8271020,TERNATE SELATAN,32433,31274,63707
8271021,TERNATE TENGAH,26832,25251,52083
8271030,TERNATE UTARA,23016,22471,45487
8272,KOTA TIDORE KEPULAUAN,45106,44400,89506
8272010,TIDORE SELATAN,6487,6624,13111
8272020,TIDORE UTARA,7069,7042,14111
8272030,TIDORE,9164,9202,18366
8272031,TIDORE TIMUR,3870,3851,7721
8272040,OBA,5316,5033,10349
8272041,OBA SELATAN,2489,2372,4861
8272050,OBA UTARA,6797,6541,13338
8272051,OBA TENGAH,3914,3735,7649
9100,PAPUA BARAT,402587,358268,760855
9101,FAKFAK,35650,31503,67153
9101050,FAKFAK TIMUR,1622,1446,3068
9101051,KARAS,1388,1211,2599
9101060,FAKFAK,17794,15680,33474
9101061,FAKFAK TENGAH,5130,4736,9866
9101070,FAKFAK BARAT,2106,1975,4081
9101080,KOKAS,2394,2194,4588
9101081,TELUK PATIPI,1969,1831,3800
9101082,KRAMONGMONGGA,1416,1322,2738
9101083,BOMBERAY,1831,1108,2939
9102,KAIMANA,24670,21573,46243
9102010,BURUWAY,1870,1639,3509
9102020,TELUK ARGUNI,1785,1724,3509
9102021,TELUK ARGUNI BAWAH,1203,1179,2382
9102030,KAIMANA,15758,13803,29561
9102031,KAMBRAU,1218,1009,2227
9102040,TELUK ETNA,1678,1447,3125
9102041,YAMOR,1158,772,1930
9103,TELUK WONDAMA,14193,12118,26311
9103010,NAIKERE,362,342,704
9103020,WONDIBOY,771,715,1486
9103021,RASIEY ,1383,1221,2604
9103022,KURI WAMESA,695,566,1261
9103030,WASIOR,6488,5058,11546
9103040,DUAIRI,867,806,1673
9103041,ROON,714,693,1407
9103050,WINDESI,726,655,1381
9103051,NIKIWAR,397,356,753
9103060,WAMESA,327,301,628
9103061,ROSWAR,305,309,614
9103070,RUMBERPON,848,774,1622
9103071,SOUG JAYA,310,322,632
9104,TELUK BINTUNI,29022,23381,52403
9104010,IRORUTU  FAFURWAR,515,501,1016
9104020,BABO,1823,1411,3234
9104021,SUMURI,3767,2804,6571
9104022,AROBA,1635,966,2601
9104023,KAITARO,399,357,756
9104030,KURI,481,425,906
9104040,WAMESA,602,549,1151
9104050,BINTUNI,10510,8042,18552
9104051,MANIMERI,2954,2359,5313
9104052,TUHIBA,327,286,613
9104053,DATARAN BEIMES,163,184,347
9104060,TEMBUNI,496,378,874
9104070,ARANDAY,515,540,1055
9104071,KOMUNDAN,322,337,659
9104072,TOMU,1260,1186,2446
9104073,WERIAGAR,664,619,1283
9104080,MOSKONA SELATAN,262,247,509
9104081,MEYADO,588,480,1068
9104082,MOSKONA BARAT,188,171,359
9104090,MERDEY,242,240,482
9104091,BISCOOP,242,237,479
9104092,MASYETA,175,189,364
9104100,MOSKONA UTARA,363,370,733
9104101,MOSKONA TIMUR,529,503,1032
9105,MANOKWARI,98762,88829,187591
9105040,RANSIKI,3977,3643,7620
9105041,MOMI WAREN,1099,952,2051
9105042,NENEI,606,587,1193
9105080,SURUREY,1226,1290,2516
9105090,ANGGI,1005,1015,2020
9105091,TAIGE,659,650,1309
9105092,MEMBEY,495,498,993
9105100,ORANSBARI,2643,2388,5031
9105110,WARMARE ,3140,3029,6169
9105120,PRAFI,7436,6778,14214
9105130,MENYAMBOUW,3103,3091,6194
9105131,CATUBOUW,938,908,1846
9105141,MANOKWARI BARAT,40319,34605,74924
9105142,MANOKWARI TIMUR,4658,4335,8993
9105143,MANOKWARI UTARA,1190,1071,2261
9105144,MANOKWARI SELATAN,7125,6143,13268
9105145,TESTEGA,413,414,827
9105146,TANAH RUBU,1087,1025,2112
9105150,KEBAR,984,1034,2018
9105151,SENOPI,381,375,756
